"Host_code" "Viral_richness" "Plant_richness" "year" "grid" "quadra" "total_cover" "Host_community" "GPS_localisation" "Locality" "Country" "Ecosystem" "Collection_date" "Sequencing_plate" "Biomass" "Grid_code" "Vegetation" "Litter" "Soil" "Free_space"
"188" "22_CAM_160100" 4 13 "22" "16" "01" 122.5 "Trifolium nigrescens_87,5;Trifolium resupinatum_3;Bupleurum tenuissimum_3;Parapholis filiformis_3;Limonium narbonense_20;Polygonum maritimum_3;Sonchus oleraceus_0,5;Cerastium pumilum_0,5;Sagina maritima_0,5;Centaurium sp._0,5;Juncus bufonius gpe_0,5;Plantago coronopus_0,5" "43.539155,4.68907" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_F08" 11.04 "22_CAM_16" 95 5 0 5
"189" "22_CAM_140400" 1 7 "22" "14" "04" 17.5 "Rostraria pubescens_10;Crepis foetida_0,5;Ammophila arenaria subsp. arundinacea_3;Bromus diandrus_3;Linum strictum_0,5;Sonchus oleraceus_0,5" "43.402645,4.600448" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_F10" 6.78 "22_CAM_14" 15 55 30 85
"190" "22_CAM_120600" 1 3 "22" "12" "06" 13 "Crepis foetida_10;Elytrigia juncea subsp. juncea_3" "43.407154,4.59947" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_F12" 2.04 "22_CAM_12" 15 80 5 85
"191" "22_CAM_210400" 1 2 "22" "21" "04" 37.5 "Aeluropus littoralis_37,5" "43.494126,4.674939" "Arles" "France" "Mediterranean salt grassland" "2022-06-03" "EDGGB-3_G02" 8.21 "22_CAM_21" 35 0 65 65
"192" "22_CAM_190700" 2 5 "22" "19" "07" 23.5 "Plantago coronopus_3;Hordeum marinum_10;Elytrigia acuta_10;Lotus glaber_0,5" "43.484,4.705635" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_G04" 3.33 "22_CAM_19" 30 60 10 70
"193" "22_CAM_180800" 6 9 "22" "18" "08" 31 "Hordeum marinum_20;Plantago coronopus_3;Lotus glaber_3;Hainardia cylindrica_3;Cynodon dactylon_0,5;Aster maritimus_0,5;Trifolium squamosum_0,5;Helminthotheca echioides_0,5" "43.489046,4.703325" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_G05" 9.44 "22_CAM_18" 30 55 15 70
"194" "22_CAM_160200" 8 10 "22" "16" "02" 80.5 "Trifolium resupinatum_20;Parapholis filiformis_0,5;Limonium narbonense_20;Sagina maritima_0,5;Plantago coronopus_0,5;Halimione portulacoides_37,5;Atriplex prostrata_0,5;Juncus gerardi_0,5;Myosurus minimus_0,5" "43.539155,4.68907" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_G08" 17.8 "22_CAM_16" 90 10 0 10
"195" "22_CAM_150300" 4 7 "22" "15" "03" 13 "Limonium narbonense_3;Puccinellia festuciformis_3;Salicornia alpini_3;Salicornia fruticosa_3;Suaeda spicata_0,5;Salicornia sp._0,5" "43.401518,4.601142" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_G09" 4.15 "22_CAM_15" 15 30 50 80
"196" "22_CAM_120700" 1 2 "22" "12" "07" 10 "Elytrigia juncea subsp. juncea_10" "43.407154,4.59947" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_G12" 17.93 "22_CAM_12" 10 80 10 90
"197" "22_CAM_190800" 3 7 "22" "19" "08" 90 "Plantago coronopus_0,5;Hordeum marinum_0,5;Elytrigia acuta_87,5;Polygonum aviculare_0,5;Lotus glaber_0,5;Atriplex prostrata_0,5" "43.484,4.705635" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_H04" 8.35 "22_CAM_19" 80 20 0 20
"198" "22_CAM_180900" 3 8 "22" "18" "09" 75.5 "Hordeum marinum_62,5;Lotus glaber_3;Hainardia cylindrica_3;Cynodon dactylon_3;Aster maritimus_0,5;Trifolium squamosum_3;Helminthotheca echioides_0,5" "43.489046,4.703325" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_H05" 11.56 "22_CAM_18" 70 10 20 30
"199" "22_CAM_170200" 1 7 "22" "17" "02" 45 "Limonium narbonense_3;Hordeum marinum_3;Myosurus minimus_0,5;Polygonum maritimum_0,5;Plantago coronopus_37,5;Sagina maritima_0,5" "43.539815,4.687389" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_H07" 5.73 "22_CAM_17" 30 50 20 70
"200" "22_CAM_160300" 2 6 "22" "16" "03" 99 "Trifolium resupinatum_0,5;Polygonum maritimum_0,5;Plantago coronopus_87,5;Juncus gerardi_10;Bellis annua_0,5" "43.539155,4.68907" "Arles" "France" "Mediterranean restored salt grassland" "2022-05-18" "EDGGB-3_H08" 9.15 "22_CAM_16" 85 5 10 15
"201" "22_CAM_140500" 1 3 "22" "14" "05" 3.5 "Bromus diandrus_0,5;Sporobolus pungens_3" "43.402645,4.600448" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_H10" 1.44 "22_CAM_14" 5 15 80 95
"202" "22_CAM_120800" 2 3 "22" "12" "08" 10.5 "Rostraria pubescens_0,5;Elytrigia juncea subsp. juncea_10" "43.407154,4.59947" "Arles" "France" "Dune grassland" "2022-05-16" "EDGGB-3_H12" 3.86 "22_CAM_12" 10 10 80 90
"203" "20_CAM_010100" 0 13 "20" "01" "01" 97 "Centaurium tenuiflorum subsp. acutiflorum_0,5;Parapholis filiformis_62,5;Trifolium squamosum_10;Limonium narbonense_10;Inula britannica_0,5;Hordeum secalinum_3;Bupleurum tenuissimum_3;Leontodon saxatilis_3;Gastridium ventricosum_0,5;Lotus jordanii_0,5;Elytrigia sp._3;Hedypnois rhagadioloides_0,5" "43.477037027478218,4.665004033595324" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_A12" 10.46 "20_CAM_01" 85 15 0 15
"204" "20_CAM_010600" 0 15 "20" "01" "06" 142 "Centaurium tenuiflorum subsp. acutiflorum_3;Parapholis filiformis_20;Trifolium squamosum_3;Inula britannica_3;Bupleurum tenuissimum_3;Leontodon saxatilis_37,5;Gastridium ventricosum_0,5;Lotus jordanii_0,5;Elytrigia sp._10;Plantago coronopus_0,5;Trifolium lappaceum_3;Trifolium campestre_0,5;Cynodon dactylon_20;Lotus glaber_37,5" "43.477037027478218,4.665004033595324" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_B09" 10.87 "20_CAM_01" 95 5 0 5
"205" "20_CAM_020900" 0 6 "20" "02" "09" 123.5 "Parapholis filiformis_10;Trifolium squamosum_3;Limonium narbonense_87,5;Elytrigia sp._20;Lactuca saligna_3" "43.476901995018125,4.664407996460795" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_D01" 10.93 "20_CAM_02" 90 10 0 10
"206" "20_CAM_020600" 0 12 "20" "02" "06" 133.5 "Parapholis filiformis_62,5;Trifolium squamosum_20;Limonium narbonense_37,5;Bupleurum tenuissimum_0,5;Elytrigia sp._10;Trifolium lappaceum_0,5;Lactuca saligna_0,5;Juncus gerardi_0,5;Carex divisa_0,5;Trifolium campestre_0,5;Inula britannica_0,5" "43.476901995018125,4.664407996460795" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_E03" 11.23 "20_CAM_02" 80 19 1 20
"207" "20_CAM_020300" 0 8 "20" "02" "03" 117.5 "Parapholis filiformis_87,5;Trifolium squamosum_3;Limonium narbonense_20;Bupleurum tenuissimum_0,5;Elytrigia sp._3;Lactuca saligna_3;Juncus gerardi_0,5" "43.476901995018125,4.664407996460795" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_E05" 23.43 "20_CAM_02" 90 10 0 10
"208" "20_CAM_010500" 0 14 "20" "01" "05" 107 "Centaurium tenuiflorum subsp. acutiflorum_3;Parapholis filiformis_0,5;Inula britannica_3;Leontodon saxatilis_37,5;Gastridium ventricosum_0,5;Lotus jordanii_3;Elytrigia sp._10;Blackstonia acuminata_0,5;Hedypnois rhagadioloides_10;Cynodon dactylon_37,5;Juncus gerardi_0,5;Sonchus sp._0,5;Lotus glaber_0,5" "43.477037027478218,4.665004033595324" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_E10" 14.05 "20_CAM_01" 95 5 0 5
"209" "20_CAM_020800" 0 6 "20" "02" "08" 96 "Parapholis filiformis_62,5;Limonium narbonense_10;Elytrigia sp._3;Juncus gerardi_0,5;Cynodon dactylon_20" "43.476901995018125,4.664407996460795" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_G02" 11.94 "20_CAM_02" 95 5 0 5
"210" "20_CAM_020500" 0 9 "20" "02" "05" 115 "Parapholis filiformis_87,5;Trifolium squamosum_3;Limonium narbonense_10;Elytrigia sp._10;Trifolium lappaceum_0,5;Centaurium tenuiflorum subsp. acutiflorum_0,5;Hordeum secalinum_3;Trifolium resupinatum_0,5" "43.476901995018125,4.664407996460795" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_G04" 21.53 "20_CAM_02" 95 5 0 5
"211" "20_CAM_020200" 0 7 "20" "02" "02" 109.5 "Parapholis filiformis_62,5;Trifolium squamosum_3;Limonium narbonense_37,5;Bupleurum tenuissimum_3;Elytrigia sp._3;Podospermum laciniatum_0,5" "43.476901995018125,4.664407996460795" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_H06" 19.06 "20_CAM_02" 90 10 0 10
"212" "20_CAM_010400" 0 15 "20" "01" "04" 134 "Centaurium tenuiflorum subsp. acutiflorum_20;Parapholis filiformis_0,5;Trifolium squamosum_0,5;Limonium narbonense_10;Bupleurum tenuissimum_3;Leontodon saxatilis_20;Gastridium ventricosum_20;Lotus jordanii_3;Elytrigia sp._3;Trifolium lappaceum_10;Blackstonia acuminata_0,5;Oenanthe sp._3;Cynodon dactylon_37,5;Lactuca saligna_3" "43.477037027478218,4.665004033595324" "Arles" "France" "Mediterranean salt grassland" "2020-06-22" "20CAM-1_H11" 10.8 "20_CAM_01" 95 5 0 5
"213" "20_CAM_030900" 0 8 "20" "03" "09" 102.5 "Parapholis filiformis_10;Bromus hordeaceus_0,5;Centaurium tenuiflorum subsp. acutiflorum_0,5;Aeluropus littoralis_0,5;Elytrigia sp._87,5;Juncus gerardi_3;Trifolium tomentosum_0,5" "43.477205000817776,4.664586028084159" "Arles" "France" "Parapholis-dominated salt grassland" "2020-06-22" "20CAM-2_A06" 9.65 "20_CAM_03" 85 10 5 15
"214" "20_CAM_030300" 0 6 "20" "03" "03" 104 "Limonium narbonense_87,5;Parapholis filiformis_3;Bromus hordeaceus_3;Elytrigia sp._10;Juncus gerardi_0,5" "43.477205000817776,4.664586028084159" "Arles" "France" "Parapholis-dominated salt grassland" "2020-06-22" "20CAM-2_B10" 20.74 "20_CAM_03" 90 10 0 10
"215" "20_CAM_030800" 0 7 "20" "03" "08" 92.5 "Parapholis filiformis_87,5;Bromus hordeaceus_0,5;Centaurium tenuiflorum subsp. acutiflorum_0,5;Juncus gerardi_3;Lysimachia arvensis_0,5;Aster squamatus_0,5" "43.477205000817776,4.664586028084159" "Arles" "France" "Parapholis-dominated salt grassland" "2020-06-22" "20CAM-2_D07" 7.42 "20_CAM_03" 80 15 5 20
"216" "20_CAM_030500" 0 13 "20" "03" "05" 94.5 "Limonium narbonense_37,5;Parapholis filiformis_3;Bromus hordeaceus_10;Centaurium tenuiflorum subsp. acutiflorum_0,5;Elytrigia sp._37,5;Juncus gerardi_3;Lysimachia arvensis_0,5;Trifolium nigrescens_0,5;Medicago polymorpha_0,5;Trifolium campestre_0,5;Atriplex prostrata_0,5;Sonchus sp._0,5" "43.477205000817776,4.664586028084159" "Arles" "France" "Parapholis-dominated salt grassland" "2020-06-22" "20CAM-2_D09" 12.21 "20_CAM_03" 80 20 0 20
"217" "20_CAM_040800" 0 8 "20" "04" "08" 109.5 "Juncus maritimus_10;Elytrigia sp._10;Brachypodium phoenicoides_87,5;Aristolochia rotunda_0,5;Ranunculus bulbosus_0,5;Sherardia arvensis_0,5;Dactylis glomerata subsp. hispanica_0,5" "43.476804010570049,4.663856970146298" "Arles" "France" "Mediterranean grassland" "2020-06-22" "20CAM-2_H01" 19.52 "20_CAM_04" 80 20 0 20
"218" "20_CAM_050200" 0 4 "20" "05" "02" 108 "Juncus maritimus_87,5;Elytrigia sp._20;Galium spurium_0,5" "43.476521037518978,4.662497006356716" "Arles" "France" "Mediterranean grassland" "2020-06-23" "20CAM-3_D10" 81.77 "20_CAM_05" 95 5 0 5
"219" "21_CAM_010800" 0 20 "21" "01" "08" 60.5 "Plantago lagopus_3;Linum usitatissimum subsp. angustifolium_3;Euphorbia exigua_0,5;Lysimachia arvensis_0,5;Filago pygmaea_10;Erodium cicutarium_10;Crepis capillaris_3;Galium murale_0,5;Brachypodium distachyon_20;Geranium molle_0,5;Euphorbia falcata_0,5;Hypochaeris glabra_0,5;Medicago polymorpha_0,5;Bupleurum semicompositum_0,5;Trifolium sp._3;Carex divisa_0,5;Plantago coronopus_0,5;Poa bulbosa_3;Lysimachia linum-stellatum_0,5" "43.414448767808,4.704240329148496" "Arles" "France" "Mediterranean grassland annuals" "2021-04-22" "EDGGA-3_H09" 5.16 "21_CAM_01" 60 40 0 40
"220" "21_CAM_010900" 0 18 "21" "01" "09" 40 "Plantago lagopus_0,5;Euphorbia exigua_0,5;Filago pygmaea_0,5;Erodium cicutarium_3;Crepis capillaris_3;Galium murale_0,5;Geranium molle_0,5;Euphorbia falcata_0,5;Bupleurum semicompositum_0,5;Trifolium sp._0,5;Carex divisa_10;Lobularia maritima_3;Cynodon dactylon_10;Crepis vesicaria subsp. taraxacifolia_3;Poa bulbosa_3;Hedypnois rhagadioloides_0,5;Sonchus bulbosus_0,5" "43.414448767808,4.704240329148496" "Arles" "France" "Mediterranean grassland annuals" "2021-04-22" "EDGGA-3_A08" 3.04 "21_CAM_01" 60 40 0 40
"221" "21_CAM_020100" 0 12 "21" "02" "01" 77.5 "Carex divisa_62,5;Trifolium scabrum_0,5;Erodium cicutarium_3;Crepis capillaris_3;Plantago lagopus_0,5;Arenaria leptoclados_0,5;Leontodon sp._3;Trifolium suffocatum_0,5;Bellis annua_0,5;Poa bulbosa_3;Bupleurum semicompositum_0,5" "43.417497337058506,4.70189630659263" "Arles" "France" "Mediterranean grassland annuals" "2021-05-07" "EDGGA-3_C08" 2.55 "21_CAM_02" 70 20 10 30
"222" "21_CAM_020300" 0 19 "21" "02" "03" 55 "Erodium cicutarium_3;Crepis capillaris_3;Plantago lagopus_10;Poa bulbosa_3;Bupleurum semicompositum_0,5;Cynodon dactylon_3;Filago pygmaea_10;Salvia verbenaca subsp. clandestina_10;Hypochaeris glabra_0,5;Euphorbia exigua_3;Lobularia maritima_3;Vulpia ciliata subsp. ciliata_3;Galium parisiense_0,5;Trifolium campestre_0,5;Catapodium rigidum_0,5;Cerastium semidecandrum_0,5;Sherardia arvensis_0,5;Trifolium sp._0,5" "43.417497337058506,4.70189630659263" "Arles" "France" "Mediterranean grassland annuals" "2021-05-07" "EDGGA-3_E08" 9.2 "21_CAM_02" 90 10 0 10
"223" "21_CAM_020400" 0 16 "21" "02" "04" 59 "Carex divisa_20;Erodium cicutarium_3;Crepis capillaris_3;Plantago lagopus_3;Arenaria leptoclados_3;Poa bulbosa_3;Hypochaeris glabra_0,5;Lobularia maritima_3;Cerastium semidecandrum_0,5;Plantago coronopus_0,5;Geranium molle_3;Crepis vesicaria subsp. taraxacifolia_10;Trifolium nigrescens_3;Erigeron sp._3;Sabulina tenuifolia_0,5" "43.417497337058506,4.70189630659263" "Arles" "France" "Mediterranean grassland annuals" "2021-05-07" "EDGGA-3_F08" 3.25 "21_CAM_02" 70 20 10 30
"224" "21_CAM_030100" 0 10 "21" "03" "01" 56 "Lagurus ovatus_20;Hypochaeris glabra_20;Elytrigia acuta_3;Valantia muralis_3;Limonium virgatum_3;Sonchus bulbosus_3;Galium murale_0,5;Bromus hordeaceus_3;Parapholis incurva_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_D07" 5.46 "21_CAM_03" 50 50 0 50
"225" "21_CAM_030200" 0 10 "21" "03" "02" 31 "Lagurus ovatus_3;Hypochaeris glabra_10;Elytrigia acuta_3;Valantia muralis_3;Limonium virgatum_10;Galium murale_0,5;Bromus hordeaceus_0,5;Centaurium sp._0,5;Blackstonia sp._0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_E07" 3.27 "21_CAM_03" 30 30 40 70
"226" "21_CAM_030300" 0 13 "21" "03" "03" 57 "Lagurus ovatus_3;Hypochaeris glabra_10;Elytrigia acuta_0,5;Valantia muralis_0,5;Limonium virgatum_3;Galium murale_0,5;Bromus diandrus_10;Hedypnois rhagadioloides_3;Plantago coronopus_20;Medicago polymorpha_3;Erodium cicutarium_3;Geranium molle_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_F07" 5.96 "21_CAM_03" 70 30 0 30
"227" "21_CAM_030400" 0 12 "21" "03" "04" 42 "Lagurus ovatus_10;Hypochaeris glabra_3;Valantia muralis_0,5;Bromus hordeaceus_0,5;Hedypnois rhagadioloides_3;Plantago coronopus_0,5;Erodium cicutarium_3;Medicago littoralis_20;Medicago minima_0,5;Bromus madritensis_0,5;Parapholis filiformis_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_G07" 1.94 "21_CAM_03" 70 30 0 30
"228" "21_CAM_030500" 0 7 "21" "03" "05" 61.5 "Hypochaeris glabra_3;Elytrigia acuta_0,5;Bromus diandrus_10;Plantago coronopus_10;Medicago littoralis_37,5;Rostraria pubescens_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_H07" 4.96 "21_CAM_03" 50 50 0 50
"229" "21_CAM_030600" 0 10 "21" "03" "06" 53.5 "Lagurus ovatus_3;Hypochaeris glabra_0,5;Elytrigia acuta_0,5;Bromus hordeaceus_10;Hedypnois rhagadioloides_0,5;Plantago coronopus_0,5;Erodium cicutarium_0,5;Medicago minima_37,5;Bellis annua_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_A06" 4.47 "21_CAM_03" 60 25 15 40
"230" "21_CAM_030700" 0 12 "21" "03" "07" 59 "Lagurus ovatus_20;Hypochaeris glabra_20;Elytrigia acuta_0,5;Valantia muralis_10;Hedypnois rhagadioloides_3;Plantago coronopus_0,5;Erodium cicutarium_0,5;Geranium molle_0,5;Medicago littoralis_3;Medicago minima_0,5;Vulpia sp._0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_B06" 5.9 "21_CAM_03" 70 20 10 30
"231" "21_CAM_030800" 0 10 "21" "03" "08" 34 "Elytrigia acuta_3;Valantia muralis_20;Bromus hordeaceus_0,5;Bromus diandrus_0,5;Hedypnois rhagadioloides_3;Plantago coronopus_3;Medicago littoralis_3;Rostraria pubescens_0,5;Bellis annua_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_C06" 3.1 "21_CAM_03" 40 30 30 60
"232" "21_CAM_030900" 0 16 "21" "03" "09" 81 "Lagurus ovatus_3;Hypochaeris glabra_10;Elytrigia acuta_0,5;Valantia muralis_3;Sonchus bulbosus_0,5;Bromus hordeaceus_0,5;Blackstonia sp._0,5;Hedypnois rhagadioloides_20;Plantago coronopus_0,5;Medicago littoralis_37,5;Bromus madritensis_3;Rostraria pubescens_0,5;Bupleurum semicompositum_0,5;Phleum arenarium_0,5;Cerastium semidecandrum_0,5" "43.407522895223586,4.665142989660562" "Arles" "France" "Mediterranean salt grassland" "2021-05-07" "EDGGA-3_D06" 7.17 "21_CAM_03" 80 20 0 20
"233" "21_CAM_040200" 0 6 "21" "04" "02" 29.5 "Parapholis filiformis_3;Hordeum marinum_20;Juncus gerardi_3;Juncus subulatus_3;Aster squamatus_0,5" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_F06" 2.24 "21_CAM_04" 25 65 10 75
"234" "21_CAM_040300" 0 4 "21" "04" "03" 60.5 "Aeluropus littoralis_37,5;Parapholis filiformis_20;Hordeum marinum_3" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_G06" 4.42 "21_CAM_04" 70 10 20 30
"235" "21_CAM_040400" 0 4 "21" "04" "04" 85.5 "Aeluropus littoralis_62,5;Parapholis filiformis_3;Hordeum marinum_20" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_H06" 8.38 "21_CAM_04" 80 20 0 20
"236" "21_CAM_040500" 0 4 "21" "04" "05" 78 "Aeluropus littoralis_37,5;Parapholis filiformis_3;Hordeum marinum_37,5" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_A05" 6.64 "21_CAM_04" 60 25 15 40
"237" "21_CAM_040600" 0 3 "21" "04" "06" 47.5 "Hordeum marinum_10;Limonium narbonense_37,5" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_B05" 3.73 "21_CAM_04" 40 40 20 60
"238" "21_CAM_040700" 0 4 "21" "04" "07" 48 "Aeluropus littoralis_10;Parapholis filiformis_37,5;Plantago coronopus_0,5" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_C05" 3.14 "21_CAM_04" 40 10 50 60
"239" "21_CAM_040800" 0 5 "21" "04" "08" 24 "Aeluropus littoralis_0,5;Parapholis filiformis_20;Hordeum marinum_0,5;Salicornia europaea_3" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_D05" 1.66 "21_CAM_04" 20 30 50 80
"240" "21_CAM_040900" 0 5 "21" "04" "09" 43.5 "Parapholis filiformis_20;Hordeum marinum_3;Juncus gerardi_0,5;Limonium narbonense_20" "43.50070299580693,4.694788036867976" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_E05" 4.15 "21_CAM_04" 40 45 15 60
"241" "21_CAM_050100" 0 3 "21" "05" "01" 40.5 "Bolboschoenus maritimus_37,5;Phragmites australis_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_F05" 4.02 "21_CAM_05" 30 70 0 70
"242" "21_CAM_050200" 0 4 "21" "05" "02" 85.5 "Bolboschoenus maritimus_62,5;Phragmites australis_20;Paspalum distichum_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_G05" 9.6 "21_CAM_05" 70 30 0 30
"243" "21_CAM_050300" 0 5 "21" "05" "03" 26.5 "Phragmites australis_3;Juncus subulatus_20;Polypogon monspeliensis_3;Asteraceae sp._0,5" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_H05" 9.09 "21_CAM_05" 30 5 65 70
"244" "21_CAM_050500" 0 4 "21" "05" "05" 60.5 "Bolboschoenus maritimus_37,5;Phragmites australis_20;Paspalum distichum_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_B04" 5.17 "21_CAM_05" 60 5 35 40
"245" "21_CAM_050600" 0 4 "21" "05" "06" 60.5 "Bolboschoenus maritimus_37,5;Phragmites australis_20;Paspalum distichum_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_C04" 6.14 "21_CAM_05" 60 30 10 40
"246" "21_CAM_050800" 0 6 "21" "05" "08" 41.5 "Bolboschoenus maritimus_0,5;Phragmites australis_20;Polypogon monspeliensis_20;Asteraceae sp._0,5;Spergularia sp._0,5" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_E04" 5.93 "21_CAM_05" 40 0 60 60
"247" "21_CAM_050900" 0 6 "21" "05" "09" 27 "Bolboschoenus maritimus_3;Phragmites australis_20;Paspalum distichum_0,5;Asteraceae sp._0,5;Ranunculus peltatus subsp. peltatus_3" "43.49410924427809,4.695380319491322" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_F04" 7.24 "21_CAM_05" 25 5 70 75
"248" "21_CAM_060100" 0 6 "21" "06" "01" 27 "Aster squamatus_20;Juncus subulatus_3;Phragmites australis_3;Paspalum distichum_0,5;Schedonorus arundinaceus_0,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_G04" 8.81 "21_CAM_06" 25 75 0 75
"249" "21_CAM_060200" 0 4 "21" "06" "02" 108 "Aster squamatus_20;Paspalum distichum_0,5;Juncus gerardi_87,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_H04" 15.76 "21_CAM_06" 90 10 0 10
"250" "21_CAM_060300" 0 4 "21" "06" "03" 33 "Aster squamatus_20;Juncus subulatus_10;Paspalum distichum_3" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_A03" 6.35 "21_CAM_06" 25 65 10 75
"251" "21_CAM_060400" 0 5 "21" "06" "04" 41 "Aster squamatus_20;Juncus subulatus_20;Phragmites australis_0,5;Paspalum distichum_0,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_B03" 3.69 "21_CAM_06" 40 60 0 60
"252" "21_CAM_060600" 0 9 "21" "06" "06" 16.5 "Phragmites australis_3;Paspalum distichum_3;Polypogon sp._0,5;Elytrigia sp._3;Aster maritimus_3;Bolboschoenus maritimus_0,5;Carex otrubae_3;Gramineae sp._0,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_D03" 1.84 "21_CAM_06" 15 35 50 85
"253" "21_CAM_060700" 0 7 "21" "06" "07" 17.5 "Aster squamatus_10;Phragmites australis_3;Paspalum distichum_3;Schedonorus arundinaceus_0,5;Aster maritimus_0,5;Bolboschoenus maritimus_0,5" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_E03" 1.57 "21_CAM_06" 15 70 15 85
"254" "21_CAM_060800" 0 7 "21" "06" "08" 34.5 "Aster squamatus_3;Juncus subulatus_20;Paspalum distichum_0,5;Schedonorus arundinaceus_0,5;Polypogon sp._0,5;Aster maritimus_10" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_F03" 5.4 "21_CAM_06" 30 20 50 70
"255" "21_CAM_060900" 0 6 "21" "06" "09" 44 "Aster squamatus_0,5;Juncus subulatus_20;Paspalum distichum_3;Polypogon sp._0,5;Aster maritimus_20" "43.48828610964884,4.696195430889288" "Arles" "France" "Pond grassland" "2021-05-12" "EDGGA-3_G03" 5.69 "21_CAM_06" 40 50 10 60
"256" "21_CAM_070100" 0 5 "21" "07" "01" 71.5 "Hordeum marinum_62,5;Suaeda splendens_3;Salicornia europaea_3;Plantago coronopus_3" "43.48474788249911,4.703311642397808" "Arles" "France" "Restored grassland" "2021-05-12" "EDGGA-3_B02" 5.09 "21_CAM_07" 60 35 5 40
